;;;WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche)
;;;WZ08-B-08 Produzierendes Gewerbe und Dienstleistungsbereich;WZ08-B-09 Produzierendes Gewerbe und wirtschaftl. Dienstl.;WZ08-B-05 Produzierendes Gewerbe;WZ08-B Bergbau und Gewinnung von Steinen und Erden;WZ08-C Verarbeitendes Gewerbe;WZ08-D Energieversorgung;WZ08-E Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;WZ08-F Baugewerbe;WZ08-G-02 Dienstleistungsbereich;WZ08-G-03 Wirtschaftliche Dienstleistungen;WZ08-G Handel, Instandhaltung und Reparatur von Kfz;WZ08-H Verkehr und Lagerei;WZ08-I Gastgewerbe;WZ08-J Information und Kommunikation;WZ08-K Erbringung von Finanz- und Versicherungsleistungen;WZ08-L Grundstücks- und Wohnungswesen;WZ08-M Freiberufliche, wiss. u. techn. Dienstleistungen;WZ08-N Sonstige wirtschaftliche Dienstleistungen;WZ08-O-01 Öffentliche und persönliche Dienstleistungen;WZ08-O Öff. Verwaltung, Verteidigung, Sozialversicherung;WZ08-P Erziehung und Unterricht;WZ08-Q Gesundheits- und Sozialwesen;WZ08-R Kunst, Unterhaltung und Erholung;WZ08-S Erbringung von sonstigen Dienstleistungen
BV4.1 Trend;2012;1. Quartal;90,711;91,333;91,001;93,512;90,768;88,502;88,449;93,034;90,573;91,612;93,443;92,603;89,154;92,034;92,009;88,731;91,766;86,299;89,192;87,585;92,856;89,868;87,119;83,516
BV4.1 Trend;2012;2. Quartal;91,598;92,168;91,636;95,102;91,366;89,578;89,653;93,619;91,580;92,615;94,375;93,720;90,205;92,991;92,901;90,140;92,821;87,355;90,203;88,935;93,538;90,734;88,968;84,451
BV4.1 Trend;2012;3. Quartal;92,283;92,658;92,092;96,930;91,802;90,228;90,506;93,990;92,375;93,134;94,595;94,449;90,753;93,218;94,284;91,863;92,790;88,332;91,361;90,510;94,419;91,755;91,225;85,015
BV4.1 Trend;2012;4. Quartal;92,704;92,876;92,458;98,689;92,226;90,317;91,019;94,024;92,823;93,228;94,379;94,683;90,771;93,205;95,130;93,375;91,989;89,436;92,273;91,615;95,063;92,748;93,230;85,294
BV4.1 Trend;2013;1. Quartal;92,650;92,662;92,657;100,376;92,562;89,558;90,900;93,743;92,647;92,667;93,872;94,268;89,867;92,308;95,169;93,568;90,205;90,326;92,621;91,953;95,185;93,402;93,887;85,268
BV4.1 Trend;2013;2. Quartal;92,638;92,512;92,812;101,278;92,825;89,184;90,771;93,489;92,555;92,263;93,642;93,691;89,131;92,061;94,718;93,023;88,995;91,052;92,944;92,325;95,395;93,746;94,160;85,681
BV4.1 Trend;2013;3. Quartal;92,818;92,677;93,191;101,501;93,329;88,860;91,189;93,420;92,641;92,248;93,567;93,130;89,196;92,484;94,497;92,234;89,079;91,575;93,164;92,525;95,469;93,862;93,783;86,874
BV4.1 Trend;2013;4. Quartal;93,331;93,213;93,703;101,196;93,937;88,958;92,079;93,550;93,153;92,804;93,627;93,001;90,437;93,562;95,341;92,316;90,393;91,936;93,618;93,087;95,658;94,062;93,874;88,608
BV4.1 Trend;2014;1. Quartal;94,034;93,960;94,280;100,177;94,574;89,418;93,314;93,830;93,917;93,695;93,746;93,053;92,386;95,181;96,546;92,832;92,542;92,208;94,212;93,817;96,123;94,345;93,926;90,506
BV4.1 Trend;2014;2. Quartal;94,762;94,680;94,842;100,279;95,124;90,477;94,323;94,297;94,724;94,545;94,093;93,292;94,041;96,248;97,465;93,992;94,504;92,466;94,962;94,738;96,669;94,802;94,138;92,484
BV4.1 Trend;2014;3. Quartal;95,507;95,397;95,456;101,220;95,662;92,288;95,041;94,970;95,531;95,348;94,747;93,786;95,171;97,188;97,767;95,057;96,078;92,907;95,775;95,875;97,223;95,266;95,323;94,067
BV4.1 Trend;2014;4. Quartal;96,200;96,117;96,184;103,093;96,315;94,283;95,669;95,711;96,207;96,062;95,388;94,504;95,830;97,886;97,772;95,517;97,419;93,674;96,400;96,708;97,603;95,684;96,680;95,150
BV4.1 Trend;2015;1. Quartal;96,840;96,815;96,906;105,835;96,948;96,619;95,989;96,454;96,809;96,740;95,880;95,228;96,345;98,990;97,661;95,682;98,466;94,727;96,902;97,265;97,859;96,125;98,694;95,848
BV4.1 Trend;2015;2. Quartal;97,543;97,581;97,640;107,364;97,657;98,262;96,451;97,092;97,496;97,532;96,413;96,072;96,921;100,342;98,056;95,620;99,501;95,962;97,448;97,731;98,217;96,614;100,625;96,829
BV4.1 Trend;2015;3. Quartal;98,116;98,158;98,140;107,101;98,155;99,175;96,813;97,561;98,105;98,174;96,971;97,091;97,447;100,748;98,391;96,429;100,110;97,099;98,012;98,112;98,572;97,277;101,424;98,025
BV4.1 Trend;2015;4. Quartal;98,631;98,658;98,540;105,116;98,569;99,524;97,291;98,016;98,675;98,756;97,835;98,335;98,182;100,592;98,667;97,441;100,170;98,083;98,566;98,502;98,952;97,867;101,918;99,398
BV4.1 Trend;2016;1. Quartal;99,117;99,119;99,009;101,990;99,052;99,691;98,386;98,569;99,168;99,209;98,848;99,519;98,852;99,976;99,100;98,758;99,626;98,742;99,113;98,905;99,573;98,594;100,943;100,058
BV4.1 Trend;2016;2. Quartal;99,560;99,531;99,530;99,931;99,550;99,870;99,357;99,346;99,575;99,532;99,641;100,081;99,563;99,590;99,415;99,627;99,181;99,315;99,633;99,411;100,001;99,474;99,738;100,020
BV4.1 Trend;2016;3. Quartal;100,307;100,303;100,370;99,004;100,364;100,139;100,667;100,483;100,278;100,247;100,491;100,304;100,431;99,898;100,369;100,458;99,843;100,332;100,319;100,341;100,231;100,498;99,619;99,999
BV4.1 Trend;2016;4. Quartal;101,015;101,047;101,091;99,075;101,034;100,300;101,589;101,602;100,979;101,012;101,020;100,096;101,154;100,535;101,117;101,157;101,350;101,611;100,935;101,343;100,194;101,434;99,700;99,923
BV4.1 Trend;2017;1. Quartal;101,758;101,910;101,876;100,164;101,722;100,351;102,518;103,012;101,703;101,938;101,621;100,047;102,059;101,395;101,613;101,710;103,322;103,167;101,388;101,974;99,648;102,162;101,038;100,600
BV4.1 Trend;2017;2. Quartal;102,494;102,747;102,717;101,107;102,461;100,510;103,798;104,466;102,391;102,771;102,251;100,231;102,991;102,076;102,102;102,489;104,720;104,683;101,880;102,450;99,598;102,916;101,966;101,176
BV4.1 Trend;2017;3. Quartal;103,148;103,505;103,537;101,724;103,207;100,758;104,415;105,848;102,968;103,479;102,898;100,592;104,272;102,729;102,264;103,056;105,611;105,989;102,280;102,568;99,961;103,515;102,458;101,628
BV4.1 Trend;2017;4. Quartal;103,971;104,417;104,532;101,791;104,171;101,414;105,125;107,165;103,711;104,324;103,703;101,250;105,748;103,473;102,828;103,924;106,343;107,420;102,887;102,938;100,956;104,173;103,014;101,813
BV4.1 Trend;2018;1. Quartal;104,822;105,260;105,365;101,826;104,968;102,104;105,653;108,286;104,572;105,177;104,407;101,862;107,231;104,056;103,318;105,539;107,117;109,092;103,759;103,869;102,364;104,955;103,340;101,821
BV4.1 Trend;2018;2. Quartal;105,525;105,956;106,026;102,067;105,615;102,402;106,211;109,141;105,295;105,901;105,020;102,370;108,534;104,581;103,655;106,995;107,680;110,686;104,480;104,604;103,108;105,814;103,806;101,944
BV4.1 Trend;2018;3. Quartal;106,286;106,647;106,500;102,996;106,016;103,101;107,174;109,847;106,187;106,762;105,767;102,722;109,361;105,402;104,633;107,958;108,419;112,470;105,412;105,672;103,975;106,839;104,731;102,207
BV4.1 Trend;2018;4. Quartal;107,048;107,408;107,133;103,893;106,645;103,972;107,764;110,435;107,007;107,626;106,571;102,928;109,952;106,652;105,868;108,106;109,143;113,967;106,174;106,528;104,776;107,701;105,463;102,175
BV4.1 Trend;2019;1. Quartal;107,893;108,299;108,010;103,880;107,530;104,964;108,590;111,288;107,838;108,529;107,317;103,205;110,624;108,130;107,388;107,233;109,924;115,665;106,908;107,173;105,725;108,460;106,810;102,273
BV4.1 Trend;2019;2. Quartal;108,937;109,299;109,006;104,284;108,487;106,127;109,509;112,480;108,904;109,532;108,073;103,794;111,409;109,388;108,883;107,212;110,959;117,346;108,059;108,328;107,281;109,329;108,909;103,306
BV4.1 Trend;2019;3. Quartal;109,813;109,999;109,545;104,982;108,983;107,069;110,034;113,139;109,933;110,360;109,047;104,788;112,283;110,183;109,987;107,571;111,478;118,085;109,357;109,380;108,455;110,512;111,895;105,542
BV4.1 Trend;2019;4. Quartal;110,939;110,813;109,991;107,249;109,295;108,517;110,966;113,889;111,369;111,468;110,637;106,035;113,169;110,755;111,263;108,978;112,414;118,526;111,231;110,882;109,523;112,505;116,182;109,135
BV4.1 Trend;2020;1. Quartal;112,087;111,637;110,366;110,678;109,624;109,972;111,427;114,133;112,868;112,652;112,608;107,399;114,287;111,340;112,260;110,942;113,508;118,271;113,145;112,365;110,323;114,668;121,404;113,046
BV4.1 Trend;2020;2. Quartal;112,901;112,211;110,619;113,475;109,875;110,607;111,565;114,242;113,938;113,481;114,097;108,207;115,551;111,569;112,920;112,208;114,333;117,905;114,532;113,032;110,692;116,318;127,597;116,356
BV4.1 Trend;2020;3. Quartal;113,162;112,287;110,515;115,784;109,716;110,299;111,698;114,345;114,365;113,701;114,743;108,205;116,378;111,564;112,829;113,114;114,465;117,498;115,234;113,167;110,917;117,006;133,169;118,347
BV4.1 Trend;2020;4. Quartal;112,927;111,936;110,034;116,530;109,082;109,219;111,828;114,654;114,242;113,454;114,807;107,924;116,861;111,411;112,286;113,354;113,670;117,212;115,276;112,772;110,786;116,985;136,695;119,211
BV4.1 Trend;2021;1. Quartal;113,109;112,061;110,098;116,803;108,886;108,526;112,847;115,886;114,471;113,621;115,068;108,105;117,328;111,753;112,277;113,893;113,357;117,887;115,583;113,006;111,144;117,301;137,285;119,626
BV4.1 Trend;2021;2. Quartal;114,007;112,957;110,914;118,275;109,526;108,859;114,152;117,530;115,406;114,580;116,007;109,215;118,249;112,723;113,468;114,534;114,022;119,180;116,487;114,367;112,236;118,072;135,422;120,157
BV4.1 Trend;2021;3. Quartal;115,406;114,402;112,405;121,173;110,840;109,756;116,111;119,873;116,764;115,990;117,179;110,728;119,640;113,802;115,556;115,316;115,493;120,926;117,778;116,089;113,479;119,535;132,564;120,861
BV4.1 Trend;2021;4. Quartal;116,597;115,648;113,556;125,368;111,682;110,774;118,337;122,231;117,973;117,310;117,939;111,812;121,260;114,769;117,167;116,578;117,380;122,951;118,838;116,969;114,145;121,211;130,610;121,771
BV4.1 Trend;2022;1. Quartal;117,590;116,755;114,400;129,805;112,191;111,918;120,334;124,291;119,033;118,621;118,717;112,788;122,986;115,628;118,468;118,096;119,343;125,130;119,567;116,974;113,940;122,935;130,227;122,843
BV4.1 Trend;2022;2. Quartal;118,543;117,913;115,118;133,999;112,672;113,364;121,920;125,712;120,089;120,120;120,052;113,827;124,747;116,654;119,598;119,890;121,305;127,438;120,038;116,489;112,871;124,656;131,944;124,024
BV4.1 Trend;2022;3. Quartal;119,592;119,327;115,929;137,146;113,538;115,254;122,451;125,987;121,243;122,002;122,561;115,198;126,432;118,046;120,935;121,700;123,033;129,776;120,231;115,892;110,859;126,080;136,026;125,219
BV4.1 Trend;2022;4. Quartal;120,877;121,016;117,097;139,625;114,915;117,278;122,753;126,084;122,580;124,094;125,678;116,910;127,975;119,714;122,717;123,177;124,532;131,967;120,571;115,961;109,068;127,330;139,970;126,304
X13 JDemetra+  kalenderbereinigt;1996;1. Quartal;61,796;61,177;59,763;/;57,886;51,635;59,808;69,517;62,951;62,729;62,702;72,857;65,571;55,713;57,397;69,322;60,948;63,866;63,308;56,004;72,287;64,363;69,460;59,479
X13 JDemetra+  kalenderbereinigt;1996;2. Quartal;70,552;70,745;69,478;/;68,708;60,657;65,618;75,422;71,063;72,101;73,728;83,810;74,747;64,021;64,059;78,857;68,278;72,296;69,922;60,227;78,346;73,059;82,447;67,401
X13 JDemetra+  kalenderbereinigt;1996;3. Quartal;63,918;62,961;62,321;/;60,877;51,602;61,809;71,053;64,784;63,588;64,954;74,571;69,558;55,730;52,770;71,114;61,941;66,433;66,310;58,451;75,072;67,705;75,827;62,377
X13 JDemetra+  kalenderbereinigt;1996;4. Quartal;74,652;72,371;71,971;/;70,847;65,154;75,019;77,987;76,194;72,692;74,019;88,055;75,853;62,594;61,970;78,303;70,077;72,247;80,497;71,895;90,900;81,853;88,650;75,044
X13 JDemetra+  kalenderbereinigt;1997;1. Quartal;63,028;62,451;60,982;/;59,265;52,951;62,669;69,841;64,188;64,065;64,091;73,410;66,487;59,822;58,479;67,889;62,800;66,023;64,427;56,070;74,745;65,426;70,933;61,655
X13 JDemetra+  kalenderbereinigt;1997;2. Quartal;72,423;72,461;70,986;/;70,479;62,565;69,783;75,454;73,164;74,062;75,562;85,945;75,757;68,929;65,940;76,324;70,610;74,674;72,194;61,978;82,032;74,762;84,399;70,108
X13 JDemetra+  kalenderbereinigt;1997;3. Quartal;64,786;63,725;62,891;/;61,506;52,827;64,702;71,062;65,844;64,581;66,074;75,922;70,368;59,017;52,746;68,573;63,347;67,609;67,452;59,606;77,448;67,868;76,515;63,575
X13 JDemetra+  kalenderbereinigt;1997;4. Quartal;75,336;72,670;72,135;/;71,365;67,555;78,566;75,622;77,212;73,152;74,595;87,225;76,426;65,404;62,616;76,811;71,172;72,437;82,185;73,556;93,402;83,174;89,376;76,239
X13 JDemetra+  kalenderbereinigt;1998;1. Quartal;63,487;62,775;60,981;/;59,583;54,376;65,847;68,106;64,938;64,761;64,534;74,314;66,419;62,051;59,822;68,358;63,252;65,697;65,245;57,303;76,159;65,196;72,285;62,250
X13 JDemetra+  kalenderbereinigt;1998;2. Quartal;73,593;73,567;72,471;/;71,890;65,401;73,740;76,961;74,139;74,716;76,018;86,893;75,478;70,851;67,285;77,943;70,925;73,841;73,556;63,297;84,118;75,298;87,153;71,551
X13 JDemetra+  kalenderbereinigt;1998;3. Quartal;66,351;64,982;64,211;/;62,998;55,109;68,778;71,381;67,563;65,766;67,088;77,471;70,063;61,771;54,056;70,804;64,499;67,932;69,811;61,874;80,392;69,991;78,556;65,605
X13 JDemetra+  kalenderbereinigt;1998;4. Quartal;76,943;74,341;74,057;/;73,808;69,962;82,259;75,077;78,605;74,538;76,077;88,703;76,891;68,463;63,924;79,244;72,355;72,578;83,587;74,561;95,032;84,576;91,629;78,340
X13 JDemetra+  kalenderbereinigt;1999;1. Quartal;64,754;64,030;62,577;/;61,397;55,171;67,732;69,072;65,990;65,593;65,743;75,553;67,071;64,583;59,509;66,284;64,367;65,629;66,540;58,802;77,667;66,197;72,535;63,628
X13 JDemetra+  kalenderbereinigt;1999;2. Quartal;75,737;75,678;74,755;/;74,659;66,760;75,871;77,382;76,208;76,626;77,802;89,264;76,707;74,293;69,926;77,873;72,780;74,228;75,773;65,326;86,383;77,508;88,875;74,374
X13 JDemetra+  kalenderbereinigt;1999;3. Quartal;67,997;66,458;65,529;/;64,669;57,320;70,220;71,222;69,408;67,425;69,274;79,176;71,203;65,600;55,089;71,754;65,153;68,452;71,897;63,901;83,302;71,657;80,112;67,382
X13 JDemetra+  kalenderbereinigt;1999;4. Quartal;78,377;75,560;74,815;/;74,813;70,765;83,001;75,093;80,451;76,306;78,053;90,837;78,353;71,823;65,187;79,703;74,160;73,338;85,593;76,502;96,745;87,137;92,002;80,430
X13 JDemetra+  kalenderbereinigt;2000;1. Quartal;67,002;66,420;65,523;/;64,545;62,307;68,804;70,614;67,815;67,353;67,642;74,224;68,608;68,539;62,775;69,328;65,769;67,529;68,420;60,672;79,594;68,021;74,097;65,771
X13 JDemetra+  kalenderbereinigt;2000;2. Quartal;77,374;77,848;77,716;/;77,764;73,283;77,713;79,245;77,084;77,950;79,496;86,892;78,041;78,878;72,553;78,965;73,883;76,096;76,037;66,054;86,936;77,361;86,765;74,337
X13 JDemetra+  kalenderbereinigt;2000;3. Quartal;70,001;68,467;68,243;/;67,234;64,106;73,644;73,546;70,978;68,672;70,472;77,558;71,741;68,897;57,753;71,594;67,121;70,388;73,886;66,120;84,626;73,640;83,886;69,127
X13 JDemetra+  kalenderbereinigt;2000;4. Quartal;80,426;77,687;77,545;/;77,437;77,869;86,399;77,200;82,065;77,800;79,523;89,356;79,185;75,869;68,424;79,549;76,171;75,527;87,421;79,259;98,725;87,767;94,264;81,877
X13 JDemetra+  kalenderbereinigt;2001;1. Quartal;69,062;68,507;67,937;/;67,047;65,725;71,418;72,450;69,665;69,073;70,516;74,879;70,076;69,742;65,167;69,989;66,088;67,870;70,394;62,700;81,753;69,948;76,864;66,667
X13 JDemetra+  kalenderbereinigt;2001;2. Quartal;79,536;80,077;80,264;/;80,049;80,509;80,625;81,478;79,055;79,861;82,869;87,711;79,674;80,005;75,071;79,755;74,216;76,354;77,968;67,307;89,314;79,550;90,654;75,391
X13 JDemetra+  kalenderbereinigt;2001;3. Quartal;71,368;70,277;70,078;/;69,128;67,062;74,738;75,018;72,065;70,462;73,845;78,572;73,540;69,481;60,467;72,249;66,826;69,309;74,102;65,785;85,520;74,110;84,177;68,893
X13 JDemetra+  kalenderbereinigt;2001;4. Quartal;82,080;79,395;79,279;/;79,256;80,844;88,059;78,035;83,647;79,491;82,359;90,541;80,759;76,780;70,746;81,150;76,635;74,766;88,982;80,655;100,306;89,516;97,134;82,819
X13 JDemetra+  kalenderbereinigt;2002;1. Quartal;70,839;70,228;69,315;/;68,356;66,505;71,979;74,873;71,664;71,117;72,867;77,062;72,563;71,959;67,778;70,312;66,917;69,381;72,313;65,382;83,163;71,523;79,582;67,579
X13 JDemetra+  kalenderbereinigt;2002;2. Quartal;81,321;81,748;81,825;/;81,951;76,804;80,917;83,075;80,998;81,656;84,525;90,916;81,972;82,661;76,242;80,952;75,180;78,019;80,047;70,566;90,403;81,234;93,097;76,289
X13 JDemetra+  kalenderbereinigt;2002;3. Quartal;73,335;72,462;72,209;/;71,598;66,078;74,852;76,941;73,935;72,699;76,437;81,019;75,941;72,115;63,460;74,139;67,361;70,754;75,492;68,424;85,606;75,166;86,278;69,450
X13 JDemetra+  kalenderbereinigt;2002;4. Quartal;83,701;81,193;80,727;/;80,881;79,789;88,527;79,642;85,337;81,638;84,840;92,938;83,071;79,275;73,506;82,579;77,434;76,238;90,135;83,526;100,117;89,696;99,349;83,525
X13 JDemetra+  kalenderbereinigt;2003;1. Quartal;72,825;72,640;71,308;/;70,229;71,401;74,784;77,087;73,638;73,915;76,560;79,355;74,685;73,868;71,007;75,795;68,341;70,783;73,221;66,019;82,869;72,918;82,300;69,960
X13 JDemetra+  kalenderbereinigt;2003;2. Quartal;83,644;84,650;84,312;/;84,211;83,767;82,797;85,956;83,271;84,970;88,986;93,881;84,487;85,318;80,187;84,948;76,850;79,461;80,993;71,370;90,165;82,547;94,803;79,057
X13 JDemetra+  kalenderbereinigt;2003;3. Quartal;75,247;74,199;73,887;/;73,274;70,902;77,051;78,246;75,975;74,495;78,651;83,059;77,303;73,242;65,843;77,962;68,329;70,737;77,846;71,958;88,573;75,985;87,238;71,743
X13 JDemetra+  kalenderbereinigt;2003;4. Quartal;84,947;82,815;82,269;/;82,262;85,769;91,040;80,686;86,389;83,335;86,896;94,815;83,750;79,991;75,692;87,111;79,043;75,826;90,304;84,399;98,166;90,287;98,797;85,868
X13 JDemetra+  kalenderbereinigt;2004;1. Quartal;74,007;74,088;72,834;/;71,994;74,042;74,724;77,530;74,634;75,278;78,065;81,237;76,007;75,411;72,918;71,884;70,408;70,259;73,763;67,371;82,602;72,997;84,292;70,349
X13 JDemetra+  kalenderbereinigt;2004;2. Quartal;84,919;85,913;85,993;/;86,141;88,767;84,511;85,442;84,354;85,844;89,402;93,242;82,669;87,050;82,565;84,839;79,562;80,225;82,392;74,846;91,231;83,043;92,501;78,515
X13 JDemetra+  kalenderbereinigt;2004;3. Quartal;75,554;74,660;74,187;/;73,551;70,710;77,736;78,921;76,284;75,112;79,718;83,190;77,229;74,450;66,429;76,452;68,834;71,203;77,743;72,581;85,828;77,061;87,337;71,753
X13 JDemetra+  kalenderbereinigt;2004;4. Quartal;85,619;83,883;83,817;/;84,203;87,126;91,076;80,182;86,580;83,952;87,610;91,404;82,226;82,814;77,596;86,948;81,894;75,577;89,900;86,282;96,925;89,862;92,548;82,385
X13 JDemetra+  kalenderbereinigt;2005;1. Quartal;74,192;74,293;72,931;/;72,056;73,091;76,211;77,831;74,860;75,570;78,056;80,675;75,206;77,057;73,579;70,693;72,596;68,989;73,911;69,351;81,696;72,756;80,270;70,132
X13 JDemetra+  kalenderbereinigt;2005;2. Quartal;85,290;86,556;86,431;/;86,451;88,074;86,260;86,301;84,708;86,687;89,915;93,566;83,444;89,390;83,414;84,297;82,584;78,275;82,132;76,592;89,505;82,507;87,116;78,532
X13 JDemetra+  kalenderbereinigt;2005;3. Quartal;75,693;75,299;74,837;/;74,182;71,679;79,170;79,191;76,150;75,741;79,648;83,144;77,498;76,774;67,318;75,990;71,734;69,843;76,630;73,434;83,491;75,879;79,253;71,050
X13 JDemetra+  kalenderbereinigt;2005;4. Quartal;85,187;83,912;83,942;/;84,084;87,113;91,387;81,212;85,849;83,897;86,814;90,833;82,238;83,688;78,188;85,897;83,923;73,705;88,294;86,678;93,821;88,457;84,239;81,185
X13 JDemetra+  kalenderbereinigt;2006;1. Quartal;75,016;75,551;75,192;/;74,672;73,386;76,773;78,987;74,944;75,898;77,861;80,975;75,562;77,736;74,819;69,351;72,957;69,749;73,691;71,375;80,097;71,906;76,781;69,586
X13 JDemetra+  kalenderbereinigt;2006;2. Quartal;85,723;87,444;88,183;/;88,945;90,367;84,726;83,880;84,488;86,793;90,403;92,357;83,498;89,229;84,487;81,417;82,511;78,788;81,515;77,981;87,348;81,436;84,294;77,628
X13 JDemetra+  kalenderbereinigt;2006;3. Quartal;76,620;76,580;77,071;/;77,219;75,054;78,000;77,118;76,408;76,153;79,412;83,261;77,780;76,590;69,368;74,048;72,748;70,951;76,688;73,944;82,460;76,188;79,688;71,297
X13 JDemetra+  kalenderbereinigt;2006;4. Quartal;85,943;84,867;85,564;/;85,804;89,760;93,652;82,228;86,156;84,254;87,149;91,334;82,683;83,035;79,837;83,394;84,176;74,708;88,519;86,976;92,608;89,155;86,984;82,055
X13 JDemetra+  kalenderbereinigt;2007;1. Quartal;75,112;75,601;74,716;/;74,334;74,433;75,792;77,006;75,327;76,420;78,086;79,524;75,468;79,097;77,190;70,145;74,235;69,396;73,900;72,383;78,930;72,169;77,731;70,024
X13 JDemetra+  kalenderbereinigt;2007;2. Quartal;86,505;88,575;89,361;/;90,222;91,405;84,499;84,756;85,076;87,883;90,258;92,154;84,074;90,839;90,378;82,104;83,876;78,178;81,471;79,187;85,489;81,279;85,230;77,816
X13 JDemetra+  kalenderbereinigt;2007;3. Quartal;77,118;77,059;77,235;/;77,029;72,364;77,830;80,025;77,074;76,917;79,729;82,046;77,966;79,040;71,201;75,031;74,832;70,839;77,228;75,386;81,420;76,850;81,002;71,990
X13 JDemetra+  kalenderbereinigt;2007;4. Quartal;86,845;86,188;86,701;/;86,842;87,203;91,113;85,171;86,936;85,743;87,823;91,046;83,570;86,306;84,772;84,212;86,228;74,729;88,398;88,362;90,811;88,838;87,106;81,660
X13 JDemetra+  kalenderbereinigt;2008;1. Quartal;77,080;77,511;76,625;78,164;76,164;73,310;78,169;79,733;77,327;78,330;78,807;81,100;77,363;80,760;81,013;73,174;77,359;71,449;76,005;75,834;78,592;74,613;82,731;71,003
X13 JDemetra+  kalenderbereinigt;2008;2. Quartal;88,207;90,181;90,842;90,628;91,495;90,725;85,170;87,764;86,887;89,605;90,843;92,976;83,584;92,166;94,169;85,110;88,631;79,658;83,362;82,423;86,421;81,891;92,352;78,874
X13 JDemetra+  kalenderbereinigt;2008;3. Quartal;79,022;78,935;79,017;75,775;78,640;74,085;79,183;82,568;79,041;78,880;81,126;84,219;79,467;80,044;73,748;77,886;77,627;73,283;79,210;78,712;82,235;78,112;85,699;73,253
X13 JDemetra+  kalenderbereinigt;2008;4. Quartal;89,750;89,794;91,865;92,222;92,336;90,333;94,412;89,225;88,695;87,944;89,777;93,821;84,445;86,057;87,245;88,478;89,875;78,330;89,618;88,732;92,614;89,959;90,824;83,289
X13 JDemetra+  kalenderbereinigt;2009;1. Quartal;79,698;79,785;79,309;81,250;78,530;77,664;81,307;83,806;79,904;80,224;81,028;84,413;78,611;82,181;79,546;75,166;79,351;75,236;79,459;79,507;81,683;78,584;84,047;74,168
X13 JDemetra+  kalenderbereinigt;2009;2. Quartal;91,539;93,006;94,169;96,848;94,669;93,372;89,018;91,817;90,231;91,983;93,539;96,767;85,954;93,988;92,832;87,427;91,061;84,513;87,942;87,656;92,336;85,907;92,774;81,892
X13 JDemetra+  kalenderbereinigt;2009;3. Quartal;81,464;80,982;81,183;78,515;80,854;75,099;80,806;84,827;81,616;80,816;82,217;86,469;80,272;81,884;75,455;78,860;80,980;76,592;82,607;82,650;86,664;81,070;86,063;75,184
X13 JDemetra+  kalenderbereinigt;2009;4. Quartal;90,371;89,697;90,436;94,962;90,064;92,142;93,373;91,424;90,351;89,053;90,671;96,123;84,005;87,060;89,068;88,012;89,199;81,521;91,978;90,545;96,204;92,140;92,323;85,201
X13 JDemetra+  kalenderbereinigt;2010;1. Quartal;80,687;80,754;79,765;83,858;78,987;75,465;80,303;84,717;81,122;81,595;81,886;86,747;79,681;84,260;80,818;78,518;80,728;76,314;80,494;80,358;84,695;78,771;83,069;74,504
X13 JDemetra+  kalenderbereinigt;2010;2. Quartal;92,610;94,360;94,665;97,118;95,023;96,397;88,803;92,875;91,633;94,098;94,883;99,375;87,549;95,838;98,686;88,676;92,566;85,170;88,502;87,247;92,985;87,198;92,625;83,419
X13 JDemetra+  kalenderbereinigt;2010;3. Quartal;82,129;81,757;81,099;79,941;80,526;75,906;80,658;85,681;82,615;82,316;83,429;89,104;81,937;82,490;78,471;81,906;81,748;77,435;82,953;82,098;87,221;82,201;85,140;76,073
X13 JDemetra+  kalenderbereinigt;2010;4. Quartal;91,951;91,568;91,799;94,615;91,501;92,174;94,147;92,846;92,020;91,369;92,590;99,670;86,510;88,765;91,962;90,699;92,171;82,209;92,797;91,012;96,159;93,770;92,505;86,935
X13 JDemetra+  kalenderbereinigt;2011;1. Quartal;82,323;82,450;81,801;86,990;81,265;78,236;82,191;85,200;82,567;82,999;83,748;83,114;82,338;85,610;83,385;79,795;83,524;78,052;81,989;81,483;85,085;81,418;83,919;76,623
X13 JDemetra+  kalenderbereinigt;2011;2. Quartal;95,817;97,813;98,893;101,728;99,781;98,468;89,690;95,379;94,366;96,903;98,141;96,355;91,032;98,521;103,272;93,580;96,570;88,863;91,125;89,854;95,080;90,541;91,394;86,860
